{'diabetes_readmission_causal_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.01375947357098106, 'invariance': 0.25697157586807007, 'label_shift': 0.003375592508434266, '(latent)_covariate_shift': 0.2882694048348382, 'concept_shift': 0.20493252076789212, 'residual': 0.01904462461654597, 'overall': -0.09041470069190977}
run_4Test Datashifts with Representations:{'informativeness': 0.1574026901425328, 'invariance': 0.0004613998977529533, 'label_shift': -0.00486302279645367, '(latent)_covariate_shift': 0.000515739079339451, 'concept_shift': 0.09902694127644407, 'residual': 0.15185414777776787, 'overall': -0.0463692700808907}
{'acsincome_arguablycausal_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.3355880146130698, 'invariance': 1.4579962929889225, 'label_shift': 0.015213404934141922, '(latent)_covariate_shift': 1.557239796069236, 'concept_shift': -0.011581724871820505, 'residual': 0.33370179118414783, 'overall': 0.06490553987205988}
run_0Test Datashifts with Representations:{'informativeness': 0.42308300719035963, 'invariance': 0.002204807107771058, 'label_shift': 0.003482233702930959, '(latent)_covariate_shift': 5.773702524787593e-06, 'concept_shift': 0.01755399191001646, 'residual': 0.4231075873358167, 'overall': -0.008159975951622989}
run_1Train Datashifts with Representations:{'informativeness': 0.3009767423485443, 'invariance': 2.0581670323286354, 'label_shift': 0.008082415533674643, '(latent)_covariate_shift': 2.13843334230836, 'concept_shift': -0.01075819831156686, 'residual': 0.17835130970653681, 'overall': 0.17217889455449056}
run_1Test Datashifts with Representations:{'informativeness': 0.3892030864518937, 'invariance': 3.6067376021979855e-05, 'label_shift': 0.020133433797550723, '(latent)_covariate_shift': 1.8551026968969317e-06, 'concept_shift': 0.016059600296829277, 'residual': 0.22684706298582313, 'overall': 0.16437583407976875}
run_2Train Datashifts with Representations:{'informativeness': 0.3316969553716261, 'invariance': 1.7407196212349312, 'label_shift': 0.014770968001511706, '(latent)_covariate_shift': 1.8455585670930894, 'concept_shift': -0.012477373881422369, 'residual': 0.3419745318359259, 'overall': 0.0557660674062464}
run_2Test Datashifts with Representations:{'informativeness': 0.41587637699631774, 'invariance': 4.619512231236604e-06, 'label_shift': -0.00486302279645367, '(latent)_covariate_shift': 3.7014954711295e-05, 'concept_shift': 0.01654891436486428, 'residual': 0.41526328660946915, 'overall': -0.01007668047257032}
run_3Train Datashifts with Representations:{'informativeness': 0.3009767423485443, 'invariance': 2.0581670323286354, 'label_shift': 0.008082415533674643, '(latent)_covariate_shift': 2.13843334230836, 'concept_shift': -0.01075819831156686, 'residual': 0.17835130970653681, 'overall': 0.17217889455449056}
run_3Test Datashifts with Representations:{'informativeness': 0.3892030864518937, 'invariance': 3.6067376021979855e-05, 'label_shift': 0.020133433797550723, '(latent)_covariate_shift': 1.8551026968969317e-06, 'concept_shift': 0.016059600296829277, 'residual': 0.22684706298582313, 'overall': 0.16437583407976875}
run_4Train Datashifts with Representations:{'informativeness': 0.3316969553716261, 'invariance': 1.7407196212349312, 'label_shift': 0.014770968001511706, '(latent)_covariate_shift': 1.8455585670930894, 'concept_shift': -0.012477373881422369, 'residual': 0.3419745318359259, 'overall': 0.0557660674062464}
run_4Test Datashifts with Representations:{'informativeness': 0.41587637699631774, 'invariance': 4.619512231236604e-06, 'label_shift': -0.00486302279645367, '(latent)_covariate_shift': 3.7014954711295e-05, 'concept_shift': 0.01654891436486428, 'residual': 0.41526328660946915, 'overall': -0.01007668047257032}
{'acsincome_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.34351870471470214, 'invariance': 1.46223191761976, 'label_shift': 0.015213404934141922, '(latent)_covariate_shift': 1.5574767044078366, 'concept_shift': -0.011490337808313586, 'residual': 0.34226673438721006, 'overall': 0.0622262350927581}
run_0Test Datashifts with Representations:{'informativeness': 0.4294231450395157, 'invariance': 0.0015508971689569865, 'label_shift': 0.003482233702930959, '(latent)_covariate_shift': 2.633591064131417e-06, 'concept_shift': 0.009305383013734072, 'residual': 0.4293900768726635, 'overall': -0.00365263827749579}
run_1Train Datashifts with Representations:{'informativeness': 0.3497944864337984, 'invariance': 1.675794398585982, 'label_shift': 0.008082415533674643, '(latent)_covariate_shift': 1.7447494736151816, 'concept_shift': -0.006301414710408688, 'residual': 0.22880199494750902, 'overall': 0.16266194412293083}
run_1Test Datashifts with Representations:{'informativeness': 0.4156867582306524, 'invariance': 0.004039546114488492, 'label_shift': 0.020133433797550723, '(latent)_covariate_shift': 1.4391203746147608e-06, 'concept_shift': 0.009062529348517452, 'residual': 0.25827912206245923, 'overall': 0.16092403489565282}
run_2Train Datashifts with Representations:{'informativeness': 0.3526851511294667, 'invariance': 1.3904180005776663, 'label_shift': 0.014770968001511706, '(latent)_covariate_shift': 1.4767653694600733, 'concept_shift': -0.006855860793184234, 'residual': 0.3614754995714818, 'overall': 0.04519675039653637}
run_2Test Datashifts with Representations:{'informativeness': 0.4210868177568113, 'invariance': 0.0002899291054842836, 'label_shift': -0.00486302279645367, '(latent)_covariate_shift': 9.475786904363412e-07, 'concept_shift': 0.008259429109089767, 'residual': 0.42133521328361373, 'overall': -0.0069541122429711}
run_3Train Datashifts with Representations:{'informativeness': 0.3497944864337984, 'invariance': 1.675794398585982, 'label_shift': 0.008082415533674643, '(latent)_covariate_shift': 1.7447494736151816, 'concept_shift': -0.006301414710408688, 'residual': 0.22880199494750902, 'overall': 0.16266194412293083}
run_3Test Datashifts with Representations:{'informativeness': 0.4156867582306524, 'invariance': 0.004039546114488492, 'label_shift': 0.020133433797550723, '(latent)_covariate_shift': 1.4391203746147608e-06, 'concept_shift': 0.009062529348517452, 'residual': 0.25827912206245923, 'overall': 0.16092403489565282}
run_4Train Datashifts with Representations:{'informativeness': 0.3526851511294667, 'invariance': 1.3904180005776663, 'label_shift': 0.014770968001511706, '(latent)_covariate_shift': 1.4767653694600733, 'concept_shift': -0.006855860793184234, 'residual': 0.3614754995714818, 'overall': 0.04519675039653637}
run_4Test Datashifts with Representations:{'informativeness': 0.4210868177568113, 'invariance': 0.0002899291054842836, 'label_shift': -0.00486302279645367, '(latent)_covariate_shift': 9.475786904363412e-07, 'concept_shift': 0.008259429109089767, 'residual': 0.42133521328361373, 'overall': -0.0069541122429711}
{'acsunemployment_causal_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.015725522941875583, 'invariance': 0.1747961217476823, 'label_shift': 0.007477877913284072, '(latent)_covariate_shift': 0.16824331839092618, 'concept_shift': 0.13361584376648178, 'residual': 0.00684873534924653, 'overall': -0.057468597012347855}
run_0Test Datashifts with Representations:{'informativeness': 0.02027614312265445, 'invariance': 0.3470847789106694, 'label_shift': -0.011390759908765893, '(latent)_covariate_shift': 0.3432189369848049, 'concept_shift': 0.12394314309714136, 'residual': 0.01164210395447066, 'overall': -0.060965833297702096}
run_1Train Datashifts with Representations:{'informativeness': 0.008765538687453462, 'invariance': 0.15957690174775752, 'label_shift': 0.0007035110240214094, '(latent)_covariate_shift': 0.15721454988156303, 'concept_shift': 0.138132849398075, 'residual': 0.005599962484409691, 'overall': -0.06673026891708027}
run_1Test Datashifts with Representations:{'informativeness': 0.010565180196816236, 'invariance': 0.3176207229931287, 'label_shift': 0.008484502040884608, '(latent)_covariate_shift': 0.32044140799455334, 'concept_shift': 0.12234604909905641, 'residual': 0.012416118510945769, 'overall': -0.05737136934250311}
run_2Train Datashifts with Representations:{'informativeness': 0.005643444891074857, 'invariance': 0.15658313693386453, 'label_shift': 0.007083499996848578, '(latent)_covariate_shift': 0.15757420263085342, 'concept_shift': 0.12482892110618976, 'residual': 0.0078875492601309, 'overall': -0.06062128207523218}
run_2Test Datashifts with Representations:{'informativeness': 0.012813071374761774, 'invariance': 0.3159405558971419, 'label_shift': 0.003640261983926621, '(latent)_covariate_shift': 0.3198155990598044, 'concept_shift': 0.11132294014333233, 'residual': 0.01638547810925837, 'overall': -0.055476224232868174}
run_3Train Datashifts with Representations:{'informativeness': 0.008765538687453462, 'invariance': 0.15957690174775752, 'label_shift': 0.0007035110240214094, '(latent)_covariate_shift': 0.15721454988156303, 'concept_shift': 0.138132849398075, 'residual': 0.005599962484409691, 'overall': -0.06673026891708027}
run_3Test Datashifts with Representations:{'informativeness': 0.010565180196816236, 'invariance': 0.3176207229931287, 'label_shift': 0.008484502040884608, '(latent)_covariate_shift': 0.32044140799455334, 'concept_shift': 0.12234604909905641, 'residual': 0.012416118510945769, 'overall': -0.05737136934250311}
run_4Train Datashifts with Representations:{'informativeness': 0.005643444891074857, 'invariance': 0.15658313693386453, 'label_shift': 0.007083499996848578, '(latent)_covariate_shift': 0.15757420263085342, 'concept_shift': 0.12482892110618976, 'residual': 0.0078875492601309, 'overall': -0.06062128207523218}
run_4Test Datashifts with Representations:{'informativeness': 0.012813071374761774, 'invariance': 0.3159405558971419, 'label_shift': 0.003640261983926621, '(latent)_covariate_shift': 0.3198155990598044, 'concept_shift': 0.11132294014333233, 'residual': 0.01638547810925837, 'overall': -0.055476224232868174}
{'acsunemployment_arguablycausal_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.06559145351517552, 'invariance': 0.3073129741089418, 'label_shift': 0.007477877913284072, '(latent)_covariate_shift': 0.2836419323866442, 'concept_shift': 0.005658873459536464, 'residual': 0.009026125253369325, 'overall': 0.0456393096275312}
run_0Test Datashifts with Representations:{'informativeness': 0.1054311825032758, 'invariance': 0.3785545094539948, 'label_shift': -0.011390759908765893, '(latent)_covariate_shift': 0.3473820365716773, 'concept_shift': 0.01982085819898444, 'residual': 0.03248332813419533, 'overall': 0.04175580887404655}
run_1Train Datashifts with Representations:{'informativeness': 0.03825087025692918, 'invariance': 0.30965875005698096, 'label_shift': 0.0007035110240214094, '(latent)_covariate_shift': 0.297095215641924, 'concept_shift': 0.006325228095988427, 'residual': 0.022578115529542288, 'overall': 0.006580128983874896}
run_1Test Datashifts with Representations:{'informativeness': 0.08025948002276079, 'invariance': 0.3550978809516055, 'label_shift': 0.008484502040884608, '(latent)_covariate_shift': 0.3289218946748798, 'concept_shift': 0.02520859256537849, 'residual': 0.0563711638466109, 'overall': 0.0024382777755401}
run_2Train Datashifts with Representations:{'informativeness': 0.025071387428834697, 'invariance': 0.33179380527027463, 'label_shift': 0.007083499996848578, '(latent)_covariate_shift': 0.33179674610576904, 'concept_shift': 0.003448440427205571, 'residual': 0.013109219612805412, 'overall': 0.013781168018597991}
run_2Test Datashifts with Representations:{'informativeness': 0.06899665979311806, 'invariance': 0.3473676902393294, 'label_shift': 0.003640261983926621, '(latent)_covariate_shift': 0.34144993556993924, 'concept_shift': 0.022884481113125712, 'residual': 0.036924959168997185, 'overall': 0.019490713724826247}
run_3Train Datashifts with Representations:{'informativeness': 0.03825087025692918, 'invariance': 0.30965875005698096, 'label_shift': 0.0007035110240214094, '(latent)_covariate_shift': 0.297095215641924, 'concept_shift': 0.006325228095988427, 'residual': 0.022578115529542288, 'overall': 0.006580128983874896}
run_3Test Datashifts with Representations:{'informativeness': 0.08025948002276079, 'invariance': 0.3550978809516055, 'label_shift': 0.008484502040884608, '(latent)_covariate_shift': 0.3289218946748798, 'concept_shift': 0.02520859256537849, 'residual': 0.0563711638466109, 'overall': 0.0024382777755401}
run_4Train Datashifts with Representations:{'informativeness': 0.025071387428834697, 'invariance': 0.33179380527027463, 'label_shift': 0.007083499996848578, '(latent)_covariate_shift': 0.33179674610576904, 'concept_shift': 0.003448440427205571, 'residual': 0.013109219612805412, 'overall': 0.013781168018597991}
run_4Test Datashifts with Representations:{'informativeness': 0.06899665979311806, 'invariance': 0.3473676902393294, 'label_shift': 0.003640261983926621, '(latent)_covariate_shift': 0.34144993556993924, 'concept_shift': 0.022884481113125712, 'residual': 0.036924959168997185, 'overall': 0.019490713724826247}
{'acsunemployment_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.1085308576880384, 'invariance': 0.2601564557620158, 'label_shift': 0.007477877913284072, '(latent)_covariate_shift': 0.25147843695151395, 'concept_shift': 0.0020398865181416215, 'residual': 0.03736013805250659, 'overall': 0.06955070592785212}
run_0Test Datashifts with Representations:{'informativeness': 0.16698445833296013, 'invariance': 0.38883003077055917, 'label_shift': -0.011390759908765893, '(latent)_covariate_shift': 0.3797228173875563, 'concept_shift': 0.014567337538648053, 'residual': 0.07270640588625986, 'overall': 0.07674539703149187}
run_1Train Datashifts with Representations:{'informativeness': 0.0955796655942448, 'invariance': 0.27798675446250054, 'label_shift': 0.0007035110240214094, '(latent)_covariate_shift': 0.272725018806357, 'concept_shift': 0.0018392340248462812, 'residual': 0.09391849668996678, 'overall': -0.0015375604242061774}
run_1Test Datashifts with Representations:{'informativeness': 0.1440573630401641, 'invariance': 0.36325925825290295, 'label_shift': 0.008484502040884608, '(latent)_covariate_shift': 0.359224208330951, 'concept_shift': 0.00982708561559586, 'residual': 0.12832331145930068, 'overall': 0.01304523483253181}
run_2Train Datashifts with Representations:{'informativeness': 0.11190111761146801, 'invariance': 0.2782482767860748, 'label_shift': 0.007083499996848578, '(latent)_covariate_shift': 0.2780035159370324, 'concept_shift': 0.0021411038280017966, 'residual': 0.030722430835124406, 'overall': 0.08352750443624579}
run_2Test Datashifts with Representations:{'informativeness': 0.1511676957435368, 'invariance': 0.3613080807954454, 'label_shift': 0.003640261983926621, '(latent)_covariate_shift': 0.3597218241641173, 'concept_shift': 0.017298688675405016, 'residual': 0.04047769772257647, 'overall': 0.10306765635955709}
run_3Train Datashifts with Representations:{'informativeness': 0.0955796655942448, 'invariance': 0.27798675446250054, 'label_shift': 0.0007035110240214094, '(latent)_covariate_shift': 0.272725018806357, 'concept_shift': 0.0018392340248462812, 'residual': 0.09391849668996678, 'overall': -0.0015375604242061774}
run_3Test Datashifts with Representations:{'informativeness': 0.1440573630401641, 'invariance': 0.36325925825290295, 'label_shift': 0.008484502040884608, '(latent)_covariate_shift': 0.359224208330951, 'concept_shift': 0.00982708561559586, 'residual': 0.12832331145930068, 'overall': 0.01304523483253181}
run_4Train Datashifts with Representations:{'informativeness': 0.11190111761146801, 'invariance': 0.2782482767860748, 'label_shift': 0.007083499996848578, '(latent)_covariate_shift': 0.2780035159370324, 'concept_shift': 0.0021411038280017966, 'residual': 0.030722430835124406, 'overall': 0.08352750443624579}
run_4Test Datashifts with Representations:{'informativeness': 0.1511676957435368, 'invariance': 0.3613080807954454, 'label_shift': 0.003640261983926621, '(latent)_covariate_shift': 0.3597218241641173, 'concept_shift': 0.017298688675405016, 'residual': 0.04047769772257647, 'overall': 0.10306765635955709}
{'assistments_causal_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.29752463194003365, 'invariance': 1.6437501646568717, 'label_shift': 0.02660028896165906, '(latent)_covariate_shift': 1.6688786547341359, 'concept_shift': 0.15965798338772882, 'residual': 0.5117066946708639, 'overall': -0.26814666490523315}
run_0Test Datashifts with Representations:{'informativeness': 0.21545644824381074, 'invariance': 1.986209660154473, 'label_shift': 0.02329921323212632, '(latent)_covariate_shift': 2.059326869771794, 'concept_shift': -0.005568024005660109, 'residual': 0.24185188030162227, 'overall': 0.02459679136974227}
run_1Train Datashifts with Representations:{'informativeness': 0.3553477840563324, 'invariance': 1.957399749582271, 'label_shift': 0.008994641022265475, '(latent)_covariate_shift': 2.047567040446003, 'concept_shift': 0.16260343980916117, 'residual': 0.586863716271995, 'overall': -0.2632366861772445}
run_1Test Datashifts with Representations:{'informativeness': 0.19609509360041494, 'invariance': 1.9995634896675698, 'label_shift': 0.08065473411469921, '(latent)_covariate_shift': 2.096115239819585, 'concept_shift': 0.03470317125743043, 'residual': 0.2439664553539039, 'overall': 0.023380294751152914}
run_2Train Datashifts with Representations:{'informativeness': 0.2911844422036177, 'invariance': 1.8275305412541945, 'label_shift': 0.013129028217462604, '(latent)_covariate_shift': 1.852928118612994, 'concept_shift': 0.15603614402584115, 'residual': 0.5306902177380958, 'overall': -0.29826054475926755}
run_2Test Datashifts with Representations:{'informativeness': 0.21605653440213798, 'invariance': 2.0646882185629853, 'label_shift': 0.0465449048506624, '(latent)_covariate_shift': 2.1121253261182114, 'concept_shift': 0.043747390815670785, 'residual': 0.2701493074980709, 'overall': -0.02897546230082415}
run_3Train Datashifts with Representations:{'informativeness': 0.3553477840563324, 'invariance': 1.957399749582271, 'label_shift': 0.008994641022265475, '(latent)_covariate_shift': 2.047567040446003, 'concept_shift': 0.16260343980916117, 'residual': 0.586863716271995, 'overall': -0.2632366861772445}
run_3Test Datashifts with Representations:{'informativeness': 0.19609509360041494, 'invariance': 1.9995634896675698, 'label_shift': 0.08065473411469921, '(latent)_covariate_shift': 2.096115239819585, 'concept_shift': 0.03470317125743043, 'residual': 0.2439664553539039, 'overall': 0.023380294751152914}
run_4Train Datashifts with Representations:{'informativeness': 0.2911844422036177, 'invariance': 1.8275305412541945, 'label_shift': 0.013129028217462604, '(latent)_covariate_shift': 1.852928118612994, 'concept_shift': 0.15603614402584115, 'residual': 0.5306902177380958, 'overall': -0.29826054475926755}
run_4Test Datashifts with Representations:{'informativeness': 0.21605653440213798, 'invariance': 2.0646882185629853, 'label_shift': 0.0465449048506624, '(latent)_covariate_shift': 2.1121253261182114, 'concept_shift': 0.043747390815670785, 'residual': 0.2701493074980709, 'overall': -0.02897546230082415}
{'assistments_arguablycausal_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.18588379626408955, 'invariance': 1.1973652576025677, 'label_shift': 0.02660028896165906, '(latent)_covariate_shift': 1.1956458954827212, 'concept_shift': 0.07240003686741989, 'residual': 0.44343826172450074, 'overall': -0.28131402047321485}
run_0Test Datashifts with Representations:{'informativeness': 0.26486323608218265, 'invariance': 1.8519618610912916, 'label_shift': 0.02329921323212632, '(latent)_covariate_shift': 1.9229455238719215, 'concept_shift': 0.07359380164542259, 'residual': 0.2898129078142183, 'overall': -0.014605134548368814}
run_1Train Datashifts with Representations:{'informativeness': 0.2350340418394394, 'invariance': 1.1823641483307479, 'label_shift': 0.008994641022265475, '(latent)_covariate_shift': 1.1885640276185678, 'concept_shift': 0.08107944620342356, 'residual': 0.4295326470592411, 'overall': -0.22744106816647075}
run_1Test Datashifts with Representations:{'informativeness': 0.24951189863891673, 'invariance': 1.7807290671474658, 'label_shift': 0.05429385611444123, '(latent)_covariate_shift': 1.8818818879431667, 'concept_shift': 0.15071423983409465, 'residual': 0.27708092962776554, 'overall': -0.025202812450825007}
run_2Train Datashifts with Representations:{'informativeness': 0.14488033008747667, 'invariance': 1.089007042502183, 'label_shift': 0.010584968025361248, '(latent)_covariate_shift': 1.083583344017349, 'concept_shift': 0.07318055231289436, 'residual': 0.2642993869562642, 'overall': -0.15342869825497102}
run_2Test Datashifts with Representations:{'informativeness': 0.2592214532376226, 'invariance': 1.9877039154544751, 'label_shift': 0.030913719696912156, '(latent)_covariate_shift': 1.9854767112331344, 'concept_shift': 0.13132523433210555, 'residual': 0.29513904524198403, 'overall': -0.08723695143262844}
run_3Train Datashifts with Representations:{'informativeness': 0.2350340418394394, 'invariance': 1.1823641483307479, 'label_shift': 0.008994641022265475, '(latent)_covariate_shift': 1.1885640276185678, 'concept_shift': 0.08107944620342356, 'residual': 0.4295326470592411, 'overall': -0.22744106816647075}
run_3Test Datashifts with Representations:{'informativeness': 0.24951189863891673, 'invariance': 1.7807290671474658, 'label_shift': 0.05429385611444123, '(latent)_covariate_shift': 1.8818818879431667, 'concept_shift': 0.15071423983409465, 'residual': 0.27708092962776554, 'overall': -0.025202812450825007}
run_4Train Datashifts with Representations:{'informativeness': 0.14488033008747667, 'invariance': 1.089007042502183, 'label_shift': 0.010584968025361248, '(latent)_covariate_shift': 1.083583344017349, 'concept_shift': 0.07318055231289436, 'residual': 0.2642993869562642, 'overall': -0.15342869825497102}
run_4Test Datashifts with Representations:{'informativeness': 0.2592214532376226, 'invariance': 1.9877039154544751, 'label_shift': 0.030913719696912156, '(latent)_covariate_shift': 1.9854767112331344, 'concept_shift': 0.13132523433210555, 'residual': 0.29513904524198403, 'overall': -0.08723695143262844}
{'assistments_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.1363449890952756, 'invariance': 0.9892023212571058, 'label_shift': 0.02660028896165906, '(latent)_covariate_shift': 0.9740990496125573, 'concept_shift': -0.0004293680125118433, 'residual': 0.2600943465110196, 'overall': -0.11778616475093276}
run_0Test Datashifts with Representations:{'informativeness': 0.21884674942957716, 'invariance': 1.8858090387472959, 'label_shift': 0.03028352221961338, '(latent)_covariate_shift': 1.8957597716279628, 'concept_shift': -0.0056838686949808965, 'residual': 0.2669985108652552, 'overall': -0.025192699538047453}
run_1Train Datashifts with Representations:{'informativeness': 0.2005686497499293, 'invariance': 1.2940814071600504, 'label_shift': 0.020116183344292597, '(latent)_covariate_shift': 1.2799446408773651, 'concept_shift': 0.0037943652515505474, 'residual': 0.39133258735302656, 'overall': -0.1896714116980689}
run_1Test Datashifts with Representations:{'informativeness': 0.2687075390869349, 'invariance': 1.9666337592956984, 'label_shift': -0.010147600388304819, '(latent)_covariate_shift': 2.0113115872747995, 'concept_shift': -0.009882415643874333, 'residual': 0.32267374604911, 'overall': -0.0317598853448397}
run_2Train Datashifts with Representations:{'informativeness': 0.2385108808338345, 'invariance': 0.9080668224576939, 'label_shift': 0.002728217550262214, '(latent)_covariate_shift': 0.9762513226866322, 'concept_shift': -0.00467639458049566, 'residual': 0.42453101256259823, 'overall': -0.1482255755489157}
run_2Test Datashifts with Representations:{'informativeness': 0.2651669368755747, 'invariance': 1.6031932488451592, 'label_shift': 0.07740818412505449, '(latent)_covariate_shift': 1.7518201266162785, 'concept_shift': 0.015816551633726566, 'residual': 0.31102880982280784, 'overall': 0.05924738218399045}
run_3Train Datashifts with Representations:{'informativeness': 0.2005686497499293, 'invariance': 1.2940814071600504, 'label_shift': 0.020116183344292597, '(latent)_covariate_shift': 1.2799446408773651, 'concept_shift': 0.0037943652515505474, 'residual': 0.39133258735302656, 'overall': -0.1896714116980689}
run_3Test Datashifts with Representations:{'informativeness': 0.2687075390869349, 'invariance': 1.9666337592956984, 'label_shift': -0.010147600388304819, '(latent)_covariate_shift': 2.0113115872747995, 'concept_shift': -0.009882415643874333, 'residual': 0.32267374604911, 'overall': -0.0317598853448397}
run_4Train Datashifts with Representations:{'informativeness': 0.2385108808338345, 'invariance': 0.9080668224576939, 'label_shift': 0.002728217550262214, '(latent)_covariate_shift': 0.9762513226866322, 'concept_shift': -0.00467639458049566, 'residual': 0.42453101256259823, 'overall': -0.1482255755489157}
run_4Test Datashifts with Representations:{'informativeness': 0.2651669368755747, 'invariance': 1.6031932488451592, 'label_shift': 0.07740818412505449, '(latent)_covariate_shift': 1.7518201266162785, 'concept_shift': 0.015816551633726566, 'residual': 0.31102880982280784, 'overall': 0.05924738218399045}
{'acspubcov_causal_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.023017683453396054, 'invariance': 0.0027628300983049427, 'label_shift': 0.016856964365221407, '(latent)_covariate_shift': -0.0009042637826179954, 'concept_shift': 0.016351395883393197, 'residual': 0.024652737716312184, 'overall': -0.0032158169624634907}
run_0Test Datashifts with Representations:{'informativeness': 0.05076439280003649, 'invariance': 0.0020417057191240732, 'label_shift': -0.003372463110508083, '(latent)_covariate_shift': 0.0006055064083605201, 'concept_shift': 0.11503637600115771, 'residual': 0.04947606461206469, 'overall': -0.058634191023242875}
run_1Train Datashifts with Representations:{'informativeness': 0.030459984649773814, 'invariance': 0.0019110082547603177, 'label_shift': 0.014266508443450773, '(latent)_covariate_shift': 0.0013162056276792152, 'concept_shift': 0.014633993893116353, 'residual': 0.009035799136396329, 'overall': 0.020943041475004143}
run_1Train Datashifts with Representations:{'informativeness': 0.030459984649773814, 'invariance': 0.0019110082547603177, 'label_shift': 0.014266508443450773, '(latent)_covariate_shift': 0.0013162056276792152, 'concept_shift': 0.014633993893116353, 'residual': 0.009035799136396329, 'overall': 0.020943041475004143}
run_2Train Datashifts with Representations:{'informativeness': 0.028093306627841243, 'invariance': 0.0011701157499796767, 'label_shift': 0.010231313700030983, '(latent)_covariate_shift': 0.0017594654557178426, 'concept_shift': 0.03096975191482735, 'residual': 0.03750791645848293, 'overall': -0.019489154085170785}
run_2Test Datashifts with Representations:{'informativeness': 0.05147799598092579, 'invariance': 0.0006171836420215138, 'label_shift': 0.0020792925334653205, '(latent)_covariate_shift': 0.0007011778968059959, 'concept_shift': 0.10957829765184879, 'residual': 0.05342370169920815, 'overall': -0.055653211150081844}
run_3Train Datashifts with Representations:{'informativeness': 0.030459984649773814, 'invariance': 0.0019110082547603177, 'label_shift': 0.014266508443450773, '(latent)_covariate_shift': 0.0013162056276792152, 'concept_shift': 0.014633993893116353, 'residual': 0.009035799136396329, 'overall': 0.020943041475004143}
run_3Train Datashifts with Representations:{'informativeness': 0.030459984649773814, 'invariance': 0.0019110082547603177, 'label_shift': 0.014266508443450773, '(latent)_covariate_shift': 0.0013162056276792152, 'concept_shift': 0.014633993893116353, 'residual': 0.009035799136396329, 'overall': 0.020943041475004143}
run_4Train Datashifts with Representations:{'informativeness': 0.028093306627841243, 'invariance': 0.0011701157499796767, 'label_shift': 0.010231313700030983, '(latent)_covariate_shift': 0.0017594654557178426, 'concept_shift': 0.03096975191482735, 'residual': 0.03750791645848293, 'overall': -0.019489154085170785}
run_4Test Datashifts with Representations:{'informativeness': 0.05147799598092579, 'invariance': 0.0006171836420215138, 'label_shift': 0.0020792925334653205, '(latent)_covariate_shift': 0.0007011778968059959, 'concept_shift': 0.10957829765184879, 'residual': 0.05342370169920815, 'overall': -0.055653211150081844}
{'acspubcov_arguablycausal_irm'}
run_0Train Datashifts with Representations:{'informativeness': 0.0565234693950674, 'invariance': 0.05254642201393969, 'label_shift': 0.016856964365221407, '(latent)_covariate_shift': 0.0001214037528411742, 'concept_shift': 0.06085687560678981, 'residual': 0.05559000590834069, 'overall': -0.047279001264606754}
run_0Test Datashifts with Representations:{'informativeness': 0.11827759277693504, 'invariance': 0.05352662070369538, 'label_shift': -0.003372463110508083, '(latent)_covariate_shift': 1.0367668448506073e-05, 'concept_shift': 0.014358422394447934, 'residual': 0.11775250807571001, 'overall': -0.03509848456887642}
run_1Train Datashifts with Representations:{'informativeness': 0.11052938862476298, 'invariance': 0.0010742839226774922, 'label_shift': 0.014266508443450773, '(latent)_covariate_shift': 9.266030738507814e-05, 'concept_shift': 0.06186057204363043, 'residual': 0.09724023329871864, 'overall': -0.010998688281691704}
run_1Test Datashifts with Representations:{'informativeness': 0.23061023514970622, 'invariance': 0.0009377517765793247, 'label_shift': 0.0056231408750471255, '(latent)_covariate_shift': 2.7385515821148096e-06, 'concept_shift': 0.013500018845118502, 'residual': 0.20533989919692291, 'overall': 0.020864390355249007}
run_2Train Datashifts with Representations:{'informativeness': 0.07988558801221685, 'invariance': 0.05075102475487279, 'label_shift': 0.010231313700030983, '(latent)_covariate_shift': -7.391093825237327e-06, 'concept_shift': 0.05753961433740358, 'residual': 0.0768182301536331, 'overall': -0.045966000384451554}
run_2Test Datashifts with Representations:{'informativeness': 0.17344218434108827, 'invariance': 0.05201109222089802, 'label_shift': 0.0020792925334653205, '(latent)_covariate_shift': 1.696431733668995e-06, 'concept_shift': 0.015401971807357086, 'residual': 0.15902406055491689, 'overall': -0.01824791374535667}
run_3Train Datashifts with Representations:{'informativeness': 0.11052938862476298, 'invariance': 0.0010742839226774922, 'label_shift': 0.014266508443450773, '(latent)_covariate_shift': 9.266030738507814e-05, 'concept_shift': 0.06186057204363043, 'residual': 0.09724023329871864, 'overall': -0.010998688281691704}
run_3Test Datashifts with Representations:{'informativeness': 0.23061023514970622, 'invariance': 0.0009377517765793247, 'label_shift': 0.0056231408750471255, '(latent)_covariate_shift': 2.7385515821148096e-06, 'concept_shift': 0.013500018845118502, 'residual': 0.20533989919692291, 'overall': 0.020864390355249007}
